date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:55	3014/3014	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Dec%202020%2020:49:24%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images//feature/icon2.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/feature/icon2.png	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:56	3033/3033	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Dec%202020%2020:49:54%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images//feature/icon3.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/feature/icon3.png	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:56	15356/15356	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:32:54%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/01.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/01.jpg	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:57	23170/23170	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:33:28%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/02.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/02.jpg	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:57	22397/22397	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:33:52%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/03.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/03.jpg	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:58	18093/18093	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:34:14%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/04.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/04.jpg	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:58	18430/18430	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:34:52%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/05.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/05.jpg	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:58	10508/10508	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:35:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/product/06.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/product/06.jpg	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:59	5029/5029	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Dec%202020%2022:47:56%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/footer-logo.png	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/footer-logo.png	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:27:59	32557/32557	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Jan%202021%2018:02:22%20GMT	https://fluxthemeitem.fluxtheme.com/single.html	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/single.html	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:01	2506/2506	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Dec%202020%2020:29:30%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/blog/small/01.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/blog/small/01.jpg	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:01	3293/3293	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Dec%202020%2020:30:26%20GMT	https://fluxthemeitem.fluxtheme.com/assets/images/blog/small/02.jpg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/images/blog/small/02.jpg	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:03	97178/97178	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/jquery.min.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/jquery.min.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:05	84152/84152	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/bootstrap.bundle.min.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/bootstrap.bundle.min.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:05	56/56	---MCZ	302	error ('Found')	text/plain	date:Wed,%2009%20Mar%202022%2006:28:05%20GMT	https://unpkg.com/swiper/swiper-bundle.min.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/unpkg.com/swiper/swiper-bundle.min.30.delayed	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:05	139413/139413	---MCZ	200	added ('OK')	application/javascript	etag:%2222095-UvJtCznzsZd7KlFOwb5wb7+3/Qw%22	https://unpkg.com/swiper@8.0.7/swiper-bundle.min.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/unpkg.com/swiper@8.0.7/swiper-bundle.min.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:06	16324/16324	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2008%20Nov%202020%2020:56:16%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/theia-sticky-sidebar.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/theia-sticky-sidebar.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:07	8059/8059	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Dec%202020%2020:53:04%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/waypoints.min.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/waypoints.min.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:09	1076/1076	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Dec%202020%2020:49:00%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/counterup.min.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/counterup.min.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:09	2914/2914	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2013%20Dec%202020%2017:21:40%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/custom-select.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/custom-select.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:10	52074/52074	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Dec%202020%2019:27:52%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/lightcase.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/lightcase.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:10	5303/5303	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Jan%202021%2018:13:22%20GMT	https://fluxthemeitem.fluxtheme.com/assets/js/functions.js	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/js/functions.js	(from https://fluxthemeitem.fluxtheme.com/index.html)
16:28:12	118560/118560	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.eot	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.eot	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:14	65316/65316	---M--	200	added ('OK')	font/woff2	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.woff2	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.woff2	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:15	118560/118560	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.eot?	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400d41d.eot	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:16	76344/76344	---M--	200	added ('OK')	font/woff	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.woff	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.woff	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:16	118324/118324	---M--	200	added ('OK')	font/ttf	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.ttf	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.ttf	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:18	648265/648265	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.svg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-brands-400.svg	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:19	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.eot	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.eot	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:19	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.eot?	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400d41d.eot	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:19	14868/14868	---M--	200	added ('OK')	font/woff2	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.woff2	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.woff2	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:20	18168/18168	---M--	200	added ('OK')	font/woff	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.woff	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.woff	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:21	40348/40348	---M--	200	added ('OK')	font/ttf	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.ttf	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.ttf	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:21	142267/142267	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.svg	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-regular-400.svg	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:23	67400/67400	---M--	200	added ('OK')	font/woff2	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.woff2	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.woff2	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:23	180720/180720	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.eot	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.eot	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:23	180720/180720	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.eot?	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900d41d.eot	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
16:28:25	86876/86876	---M--	200	added ('OK')	font/woff	date:Mon,%2030%20Nov%202020%2016:21:12%20GMT	https://fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.woff	C:/Bootstrap_Blue%20Theme/Bootstrap%20Flux%20theme/fluxthemeitem.fluxtheme.com/assets/webfonts/fa-solid-900.woff	(from https://fluxthemeitem.fluxtheme.com/assets/css/all.min.css)
